Fecha,ID_Insumo,Insumo,Categoria_Insumo,Stock_Actual,Consumo_Diario,Lead_Time,Punto_Reorden,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Demanda_Pronosticada,Ocupacion_Total,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Consumo_7d,Consumo_14d,Consumo_Prev_7d,Consumo_Prev_14d,Consumo_Std_7d,Consumo_Lag_1,Consumo_Lag_7,Stock_Lag_1,Ratio_Stock,Cobertura_Dias,Mes,Dia_Semana,Alerta,Necesita_Reabastecimiento,Demanda_Fut_7d,Demanda_Fut_14d
2024-01-14,SKU_1,Metotrexato,Medicamento Oncologico,2762,113,8,1714,0,11.562000000000001,16.663999999999998,0,114.03999999999999,50,0.5,9,116.14285714285714,109.07142857142857,813.0,1527.0,11.021623767675544,125.0,109.0,2875.0,1.6114352392065345,23.78105781057811,1,6,Normal,0,809.0,1543.0
2024-01-15,SKU_1,Metotrexato,Medicamento Oncologico,2880,97,8,1714,215,11.562000000000001,16.663999999999998,1,101.93,52,0.52,9,115.57142857142857,110.21428571428571,809.0,1543.0,11.998015708957084,113.0,101.0,2762.0,1.6802800466744456,24.919653893695923,1,0,Normal,0,818.0,1595.0
2024-01-16,SKU_1,Metotrexato,Medicamento Oncologico,2749,131,8,1714,0,11.562000000000001,16.663999999999998,1,134.11,55,0.55,10,116.85714285714286,113.92857142857143,818.0,1595.0,13.221555271961153,97.0,122.0,2880.0,1.603850641773629,23.52444987775061,1,1,Normal,0,807.0,1590.0
2024-01-17,SKU_1,Metotrexato,Medicamento Oncologico,2628,121,8,1714,0,11.562000000000001,16.663999999999998,1,116.77,55,0.55,10,115.28571428571429,113.57142857142857,807.0,1590.0,11.686377906410035,131.0,132.0,2749.0,1.5332555425904317,22.79553903345725,1,2,Normal,0,810.0,1603.0
2024-01-18,SKU_1,Metotrexato,Medicamento Oncologico,2510,118,8,1714,0,11.562000000000001,16.663999999999998,0,111.75,54,0.54,10,115.71428571428571,114.5,810.0,1603.0,11.729084728632008,121.0,115.0,2628.0,1.4644107351225204,21.691358024691358,1,3,Normal,0,835.0,1631.0
2024-01-19,SKU_1,Metotrexato,Medicamento Oncologico,2380,130,8,1714,0,11.562000000000001,16.663999999999998,1,139.36,51,0.51,9,119.28571428571429,116.5,835.0,1631.0,11.729084728632001,118.0,105.0,2510.0,1.3885647607934655,19.952095808383234,1,4,Normal,0,825.0,1634.0
2024-01-20,SKU_1,Metotrexato,Medicamento Oncologico,2265,115,8,1714,0,11.562000000000001,16.663999999999998,0,108.03,50,0.5,9,117.85714285714286,116.71428571428571,825.0,1634.0,11.524301445620194,130.0,125.0,2380.0,1.3214702450408402,19.21818181818182,1,5,Normal,0,842.0,1655.0
2024-01-21,SKU_1,Metotrexato,Medicamento Oncologico,2548,130,8,1714,413,11.562000000000001,16.663999999999998,0,133.68,51,0.51,9,120.28571428571429,118.21428571428571,842.0,1655.0,12.106668764421878,115.0,113.0,2265.0,1.4865810968494748,21.182897862232778,1,6,Normal,0,855.0,1664.0
2024-01-22,SKU_1,Metotrexato,Medicamento Oncologico,2438,110,8,1714,0,11.562000000000001,16.663999999999998,0,112.24000000000001,53,0.53,10,122.14285714285714,118.85714285714286,855.0,1664.0,8.355209381548944,130.0,97.0,2548.0,1.4224037339556592,19.960233918128655,1,0,Normal,0,855.0,1673.0
2024-01-23,SKU_1,Metotrexato,Medicamento Oncologico,2307,131,8,1714,0,11.562000000000001,16.663999999999998,1,133.57,55,0.55,10,122.14285714285714,119.5,855.0,1673.0,8.355209381548944,110.0,131.0,2438.0,1.3459743290548425,18.887719298245614,1,1,Normal,0,852.0,1659.0
2024-01-24,SKU_1,Metotrexato,Medicamento Oncologico,2189,118,8,1714,0,11.562000000000001,16.663999999999998,1,110.24,56,0.56,10,121.71428571428571,118.5,852.0,1659.0,8.499299691038958,131.0,121.0,2307.0,1.2771295215869312,17.98474178403756,1,2,Preventivo,1,838.0,1648.0
2024-01-25,SKU_1,Metotrexato,Medicamento Oncologico,2085,104,8,1714,0,11.562000000000001,16.663999999999998,0,104.41,55,0.55,10,119.71428571428571,117.71428571428571,838.0,1648.0,10.843035948083372,118.0,118.0,2189.0,1.2164527421236873,17.416467780429596,1,3,Preventivo,1,837.0,1672.0
2024-01-26,SKU_1,Metotrexato,Medicamento Oncologico,2801,129,8,1714,845,11.562000000000001,16.663999999999998,0,139.19,52,0.52,9,119.57142857142857,119.42857142857143,837.0,1672.0,10.690449676496963,104.0,130.0,2085.0,1.634189031505251,23.425328554360814,1,4,Normal,0,838.0,1663.0
2024-01-27,SKU_1,Metotrexato,Medicamento Oncologico,2685,116,8,1714,0,11.562000000000001,16.663999999999998,0,109.07,51,0.51,9,119.71428571428571,118.78571428571429,838.0,1663.0,10.625665245280485,129.0,115.0,2801.0,1.5665110851808635,22.428400954653938,1,5,Normal,0,823.0,1665.0
2024-01-28,SKU_1,Metotrexato,Medicamento Oncologico,2570,115,8,1714,0,11.562000000000001,16.663999999999998,0,115.61,51,0.51,9,117.57142857142857,118.92857142857143,823.0,1665.0,9.675693650537276,116.0,130.0,2685.0,1.499416569428238,21.859052247873635,1,6,Normal,0,838.0,1693.0
2024-01-29,SKU_1,Metotrexato,Medicamento Oncologico,2445,125,8,1714,0,11.562000000000001,16.663999999999998,0,129.37,54,0.54,10,119.71428571428571,120.92857142857143,838.0,1693.0,9.37575393793809,115.0,110.0,2570.0,1.426487747957993,20.423627684964202,1,0,Normal,0,830.0,1685.0
2024-01-30,SKU_1,Metotrexato,Medicamento Oncologico,2322,123,8,1714,0,11.562000000000001,16.663999999999998,0,123.96000000000001,56,0.56,10,118.57142857142857,120.35714285714286,830.0,1685.0,8.182443458550795,125.0,131.0,2445.0,1.354725787631272,19.583132530120483,1,1,Normal,0,821.0,1673.0
2024-01-31,SKU_1,Metotrexato,Medicamento Oncologico,2610,109,8,1714,397,11.562000000000001,16.663999999999998,0,108.34,57,0.57,10,117.28571428571429,119.5,821.0,1673.0,8.957571949925661,123.0,118.0,2322.0,1.5227537922987164,22.25334957369062,1,2,Normal,0,858.0,1696.0
2024-02-01,SKU_1,Metotrexato,Medicamento Oncologico,2469,141,8,1714,0,11.562000000000001,16.663999999999998,0,138.01,56,0.56,10,122.57142857142857,121.14285714285714,858.0,1696.0,10.580755216541986,109.0,104.0,2610.0,1.4404900816802801,20.143356643356643,2,3,Normal,0,850.0,1687.0
2024-02-02,SKU_1,Metotrexato,Medicamento Oncologico,2348,121,8,1714,0,11.562000000000001,16.663999999999998,0,130.25,53,0.53,10,121.42857142857143,120.5,850.0,1687.0,10.195704043977567,141.0,129.0,2469.0,1.3698949824970827,19.336470588235294,2,4,Normal,0,848.0,1686.0
2024-02-03,SKU_1,Metotrexato,Medicamento Oncologico,2234,114,8,1714,0,11.562000000000001,16.663999999999998,1,123.79,52,0.52,9,121.14285714285714,120.42857142857143,848.0,1686.0,10.399175791516207,121.0,116.0,2348.0,1.3033838973162193,18.441037735849058,2,5,Normal,0,851.0,1674.0
2024-02-04,SKU_1,Metotrexato,Medicamento Oncologico,2116,118,8,1714,0,11.562000000000001,16.663999999999998,1,118.5,52,0.52,9,121.57142857142857,119.57142857142857,851.0,1674.0,10.162957949618498,114.0,115.0,2234.0,1.234539089848308,17.405405405405407,2,6,Preventivo,1,857.0,1695.0
2024-02-05,SKU_1,Metotrexato,Medicamento Oncologico,1985,131,8,1714,0,11.562000000000001,16.663999999999998,0,132.71,55,0.55,10,122.42857142857143,121.07142857142857,857.0,1695.0,10.737118528064864,118.0,125.0,2116.0,1.1581096849474912,16.21353558926488,2,0,Preventivo,1,854.0,1684.0
2024-02-06,SKU_1,Metotrexato,Medicamento Oncologico,2922,120,8,1714,1057,11.562000000000001,16.663999999999998,0,113.93,57,0.57,10,122.0,120.28571428571429,854.0,1684.0,10.770329614268986,131.0,123.0,1985.0,1.7047841306884481,23.950819672131146,2,1,Normal,0,879.0,1700.0
2024-02-07,SKU_1,Metotrexato,Medicamento Oncologico,2788,134,8,1714,0,11.562000000000001,16.663999999999998,0,114.33,58,0.58,10,125.57142857142857,121.42857142857143,879.0,1700.0,9.846440014156398,120.0,109.0,2922.0,1.6266044340723453,22.20250284414107,2,2,Normal,0,871.0,1729.0
2024-02-08,SKU_1,Metotrexato,Medicamento Oncologico,2655,133,8,1714,0,11.562000000000001,16.663999999999998,0,145.62,57,0.57,10,124.42857142857143,123.5,871.0,1729.0,8.059303999253304,134.0,141.0,2788.0,1.5490081680280046,21.337543053960964,2,3,Normal,0,870.0,1720.0
2024-02-09,SKU_1,Metotrexato,Medicamento Oncologico,2994,120,8,1714,459,11.562000000000001,16.663999999999998,0,135.22,54,0.54,10,124.28571428571429,122.85714285714286,870.0,1720.0,8.138678961483528,133.0,121.0,2655.0,1.7467911318553093,24.089655172413792,2,4,Normal,0,880.0,1728.0
2024-02-10,SKU_1,Metotrexato,Medicamento Oncologico,2870,124,8,1714,0,11.562000000000001,16.663999999999998,0,125.47,53,0.53,10,125.71428571428571,123.42857142857143,880.0,1728.0,6.799859942535178,120.0,114.0,2994.0,1.674445740956826,22.829545454545457,2,5,Normal,0,894.0,1745.0
2024-02-11,SKU_1,Metotrexato,Medicamento Oncologico,2738,132,8,1714,0,11.562000000000001,16.663999999999998,0,131.46,53,0.53,10,127.71428571428571,124.64285714285714,894.0,1745.0,6.183695920571645,124.0,118.0,2870.0,1.5974329054842473,21.43847874720358,2,6,Normal,0,905.0,1762.0
2024-02-12,SKU_1,Metotrexato,Medicamento Oncologico,2596,142,8,1714,0,11.562000000000001,16.663999999999998,1,145.67000000000002,56,0.56,10,129.28571428571428,125.85714285714286,905.0,1762.0,8.220184217608974,132.0,131.0,2738.0,1.514585764294049,20.079558011049723,2,0,Normal,0,952.0,1806.0
2024-02-13,SKU_1,Metotrexato,Medicamento Oncologico,2429,167,8,1714,0,11.562000000000001,16.663999999999998,1,163.39,58,0.58,10,136.0,129.0,952.0,1806.0,15.416441439796193,142.0,120.0,2596.0,1.4171528588098017,17.860294117647058,2,1,Normal,0,948.0,1827.0
2024-02-14,SKU_1,Metotrexato,Medicamento Oncologico,2584,130,8,1714,285,11.562000000000001,16.663999999999998,0,123.78,59,0.59,11,135.42857142857142,130.5,948.0,1827.0,15.576233422077571,167.0,134.0,2429.0,1.5075845974329054,19.08016877637131,2,2,Normal,0,955.0,1826.0
2024-02-15,SKU_1,Metotrexato,Medicamento Oncologico,2787,140,8,1714,343,11.562000000000001,16.663999999999998,1,133.3,58,0.58,10,136.42857142857142,130.42857142857142,955.0,1826.0,15.618975028867279,130.0,133.0,2584.0,1.6260210035005835,20.428272251308904,2,3,Normal,0,966.0,1836.0
2024-02-16,SKU_1,Metotrexato,Medicamento Oncologico,2656,131,8,1714,0,11.562000000000001,16.663999999999998,1,126.97,55,0.55,10,138.0,131.14285714285714,966.0,1836.0,14.17744687875777,140.0,120.0,2787.0,1.5495915985997666,19.246376811594203,2,4,Normal,0,969.0,1849.0
2024-02-17,SKU_1,Metotrexato,Medicamento Oncologico,2529,127,8,1714,0,11.562000000000001,16.663999999999998,1,133.49,54,0.54,10,138.42857142857142,132.07142857142858,969.0,1849.0,13.72172417321208,131.0,124.0,2656.0,1.4754959159859977,18.26934984520124,2,5,Normal,0,963.0,1857.0
2024-02-18,SKU_1,Metotrexato,Medicamento Oncologico,2403,126,8,1714,0,11.562000000000001,16.663999999999998,1,118.63,54,0.54,10,137.57142857142858,132.64285714285714,963.0,1857.0,14.362649974350584,127.0,132.0,2529.0,1.4019836639439907,17.467289719626166,2,6,Normal,0,957.0,1862.0
2024-02-19,SKU_1,Metotrexato,Medicamento Oncologico,2267,136,8,1714,0,11.562000000000001,16.663999999999998,0,131.7,57,0.57,10,136.71428571428572,133.0,957.0,1862.0,14.23275899365359,126.0,142.0,2403.0,1.322637106184364,16.582027168234063,2,0,Normal,0,917.0,1869.0
2024-02-20,SKU_1,Metotrexato,Medicamento Oncologico,2140,127,8,1714,0,11.562000000000001,16.663999999999998,0,135.78,59,0.59,11,131.0,133.5,917.0,1869.0,5.228129047119287,136.0,167.0,2267.0,1.2485414235705952,16.33587786259542,2,1,Preventivo,1,919.0,1867.0
2024-02-21,SKU_1,Metotrexato,Medicamento Oncologico,2223,132,8,1714,215,11.562000000000001,16.663999999999998,0,137.75,60,0.6,11,131.28571428571428,133.35714285714286,919.0,1867.0,5.219012860502867,127.0,130.0,2140.0,1.2969661610268377,16.93253536452666,2,2,Preventivo,1,931.0,1886.0
2024-02-22,SKU_1,Metotrexato,Medicamento Oncologico,2426,152,8,1714,355,11.562000000000001,16.663999999999998,1,145.1,59,0.59,11,133.0,134.71428571428572,931.0,1886.0,9.092121131323847,132.0,140.0,2223.0,1.4154025670945158,18.2406015037594,2,3,Normal,0,950.0,1916.0
2024-02-23,SKU_1,Metotrexato,Medicamento Oncologico,2276,150,8,1714,0,11.562000000000001,16.663999999999998,0,150.14,56,0.56,10,135.71428571428572,136.85714285714286,950.0,1916.0,11.025943432261355,152.0,131.0,2426.0,1.3278879813302218,16.77052631578947,2,4,Normal,0,959.0,1928.0
2024-02-24,SKU_1,Metotrexato,Medicamento Oncologico,2140,136,8,1714,0,11.562000000000001,16.663999999999998,0,154.31,55,0.55,10,137.0,137.71428571428572,959.0,1928.0,10.344080432788534,150.0,127.0,2276.0,1.2485414235705952,15.620437956204379,2,5,Preventivo,1,972.0,1935.0
2024-02-25,SKU_1,Metotrexato,Medicamento Oncologico,2807,139,8,1714,806,11.562000000000001,16.663999999999998,0,140.25,55,0.55,10,138.85714285714286,138.21428571428572,972.0,1935.0,9.136530549184902,136.0,126.0,2140.0,1.6376896149358227,20.215020576131685,2,6,Normal,0,972.0,1929.0
2024-02-26,SKU_1,Metotrexato,Medicamento Oncologico,2671,136,8,1714,0,11.562000000000001,16.663999999999998,0,126.38999999999999,58,0.58,10,138.85714285714286,137.78571428571428,972.0,1929.0,9.136530549184902,139.0,136.0,2807.0,1.558343057176196,19.235596707818928,2,0,Normal,0,981.0,1898.0
2024-02-27,SKU_1,Metotrexato,Medicamento Oncologico,2535,136,8,1714,0,11.562000000000001,16.663999999999998,0,130.88,60,0.6,11,140.14285714285714,135.57142857142858,981.0,1898.0,7.712080813644841,136.0,127.0,2671.0,1.4789964994165694,18.08868501529052,2,1,Normal,0,985.0,1904.0
2024-02-28,SKU_1,Metotrexato,Medicamento Oncologico,2644,136,8,1714,245,11.562000000000001,16.663999999999998,0,135.71,61,0.61,11,140.71428571428572,136.0,985.0,1904.0,7.1347573122538845,136.0,132.0,2535.0,1.5425904317386232,18.78984771573604,2,2,Normal,0,989.0,1920.0
2024-02-29,SKU_1,Metotrexato,Medicamento Oncologico,2876,156,8,1714,388,11.562000000000001,16.663999999999998,0,143.96,59,0.59,11,141.28571428571428,137.14285714285714,989.0,1920.0,8.260635280539482,136.0,152.0,2644.0,1.677946324387398,20.355915065722954,2,3,Normal,0,977.0,1927.0
2024-03-01,SKU_1,Metotrexato,Medicamento Oncologico,2738,138,8,1714,0,11.562000000000001,16.663999999999998,1,146.81,57,0.57,10,139.57142857142858,137.64285714285714,977.0,1927.0,7.345228447936758,156.0,150.0,2876.0,1.5974329054842473,19.617195496417605,3,4,Normal,0,984.0,1943.0
2024-03-02,SKU_1,Metotrexato,Medicamento Oncologico,2595,143,8,1714,0,11.562000000000001,16.663999999999998,1,138.97,56,0.56,10,140.57142857142858,138.78571428571428,984.0,1943.0,7.253898787482909,138.0,136.0,2738.0,1.514002333722287,18.460365853658534,3,5,Normal,0,988.0,1960.0
2024-03-03,SKU_1,Metotrexato,Medicamento Oncologico,2452,143,8,1714,0,11.562000000000001,16.663999999999998,1,148.6,56,0.56,10,141.14285714285714,140.0,988.0,1960.0,7.267016155859443,143.0,139.0,2595.0,1.4305717619603266,17.37246963562753,3,6,Normal,0,987.0,1959.0
2024-03-04,SKU_1,Metotrexato,Medicamento Oncologico,2317,135,8,1714,0,11.562000000000001,16.663999999999998,0,126.72,59,0.59,11,141.0,139.92857142857142,987.0,1959.0,7.393691004272833,143.0,136.0,2452.0,1.351808634772462,16.43262411347518,3,0,Normal,0,999.0,1980.0
2024-03-05,SKU_1,Metotrexato,Medicamento Oncologico,2169,148,8,1714,0,11.562000000000001,16.663999999999998,0,149.19,61,0.61,11,142.71428571428572,141.42857142857142,999.0,1980.0,7.4322335295719455,135.0,136.0,2317.0,1.265460910151692,15.198198198198197,3,1,Preventivo,1,1010.0,1995.0
2024-03-06,SKU_1,Metotrexato,Medicamento Oncologico,2022,147,8,1714,0,11.562000000000001,16.663999999999998,0,143.18,62,0.62,11,144.28571428571428,142.5,1010.0,1995.0,6.921326600064471,148.0,136.0,2169.0,1.1796966161026838,14.013861386138615,3,2,Preventivo,1,1006.0,1995.0
2024-03-07,SKU_1,Metotrexato,Medicamento Oncologico,2310,152,8,1714,440,11.562000000000001,16.663999999999998,1,162.45,60,0.6,11,143.71428571428572,142.5,1006.0,1995.0,5.879747322073175,147.0,156.0,2022.0,1.3477246207701283,16.07355864811133,3,3,Normal,0,1030.0,2007.0
2024-03-08,SKU_1,Metotrexato,Medicamento Oncologico,2477,162,8,1714,329,11.562000000000001,16.663999999999998,0,150.62,58,0.58,10,147.14285714285714,143.35714285714286,1030.0,2007.0,8.434622525214445,152.0,138.0,2310.0,1.4451575262543757,16.833980582524273,3,4,Normal,0,1045.0,2029.0
2024-03-09,SKU_1,Metotrexato,Medicamento Oncologico,2319,158,8,1714,0,11.562000000000001,16.663999999999998,1,166.28,57,0.57,10,149.28571428571428,144.92857142857142,1045.0,2029.0,9.08688222502229,162.0,143.0,2477.0,1.352975495915986,15.53397129186603,3,5,Normal,0,1074.0,2062.0
2024-03-10,SKU_1,Metotrexato,Medicamento Oncologico,2147,172,8,1714,0,11.562000000000001,16.663999999999998,1,166.81,57,0.57,10,153.42857142857142,147.28571428571428,1074.0,2062.0,11.914377069422384,158.0,143.0,2319.0,1.2526254375729289,13.993482309124769,3,6,Preventivo,1,1079.0,2066.0
2024-03-11,SKU_1,Metotrexato,Medicamento Oncologico,2007,140,8,1714,0,11.562000000000001,16.663999999999998,0,142.17000000000002,60,0.6,11,154.14285714285714,147.57142857142858,1079.0,2066.0,10.714920616109143,172.0,135.0,2147.0,1.1709451575262544,13.020389249304912,3,0,Preventivo,1,1068.0,2067.0
2024-03-12,SKU_1,Metotrexato,Medicamento Oncologico,2075,137,8,1714,205,11.562000000000001,16.663999999999998,0,143.15,62,0.62,11,152.57142857142858,147.64285714285714,1068.0,2067.0,12.434590770067379,140.0,148.0,2007.0,1.2106184364060677,13.600187265917603,3,1,Preventivo,1,1071.0,2081.0
2024-03-13,SKU_1,Metotrexato,Medicamento Oncologico,2401,150,8,1714,476,11.562000000000001,16.663999999999998,1,147.31,63,0.63,11,153.0,148.64285714285714,1071.0,2081.0,12.261049438499564,137.0,147.0,2075.0,1.4008168028004668,15.69281045751634,3,2,Normal,0,1057.0,2063.0
2024-03-14,SKU_1,Metotrexato,Medicamento Oncologico,2467,138,8,1714,204,11.562000000000001,16.663999999999998,0,131.64,61,0.61,11,151.0,147.35714285714286,1057.0,2063.0,13.527749258468592,150.0,152.0,2401.0,1.439323220536756,16.337748344370862,3,3,Normal,0,1041.0,2071.0
2024-03-15,SKU_1,Metotrexato,Medicamento Oncologico,2540,146,8,1714,219,11.562000000000001,16.663999999999998,0,141.8,59,0.59,11,148.71428571428572,147.92857142857142,1041.0,2071.0,12.68482407858934,138.0,162.0,2467.0,1.4819136522753793,17.07973102785783,3,4,Normal,0,1032.0,2077.0
2024-03-16,SKU_1,Metotrexato,Medicamento Oncologico,2391,149,8,1714,0,11.562000000000001,16.663999999999998,1,146.20999999999998,57,0.57,10,147.42857142857142,148.35714285714286,1032.0,2077.0,12.025765988869312,146.0,158.0,2540.0,1.394982497082847,16.218023255813954,3,5,Normal,0,1002.0,2076.0
2024-03-17,SKU_1,Metotrexato,Medicamento Oncologico,2249,142,8,1714,0,11.562000000000001,16.663999999999998,1,150.43,58,0.58,10,143.14285714285714,148.28571428571428,1002.0,2076.0,5.241773600241599,149.0,172.0,2391.0,1.3121353558926487,15.711576846307386,3,6,Normal,0,1000.0,2079.0
2024-03-18,SKU_1,Metotrexato,Medicamento Oncologico,2786,138,8,1714,675,11.562000000000001,16.663999999999998,1,147.38,61,0.61,11,142.85714285714286,148.5,1000.0,2079.0,5.49025110016441,142.0,140.0,2249.0,1.6254375729288215,19.502,3,0,Normal,0,1010.0,2078.0
2024-03-19,SKU_1,Metotrexato,Medicamento Oncologico,2639,147,8,1714,0,11.562000000000001,16.663999999999998,0,156.23,63,0.63,11,144.28571428571428,148.42857142857142,1010.0,2078.0,4.990467102863303,138.0,137.0,2786.0,1.5396732788798133,18.29009900990099,3,1,Normal,0,991.0,2062.0
2024-03-20,SKU_1,Metotrexato,Medicamento Oncologico,2508,131,8,1714,0,11.562000000000001,16.663999999999998,0,137.07,64,0.64,12,141.57142857142858,147.28571428571428,991.0,2062.0,6.3471028261494284,147.0,150.0,2639.0,1.4632438739789966,17.715438950554994,3,2,Normal,0,996.0,2053.0
2024-03-21,SKU_1,Metotrexato,Medicamento Oncologico,2365,143,8,1714,0,11.562000000000001,16.663999999999998,0,141.91,62,0.62,11,142.28571428571428,146.64285714285714,996.0,2053.0,6.1566843271976746,131.0,138.0,2508.0,1.3798133022170362,16.621485943775102,3,3,Normal,0,990.0,2031.0
2024-03-22,SKU_1,Metotrexato,Medicamento Oncologico,2729,140,8,1714,504,11.562000000000001,16.663999999999998,0,143.88,60,0.6,11,141.42857142857142,145.07142857142858,990.0,2031.0,5.9681695367212395,143.0,146.0,2365.0,1.5921820303383898,19.295959595959598,3,4,Normal,0,988.0,2020.0
2024-03-23,SKU_1,Metotrexato,Medicamento Oncologico,2582,147,8,1714,0,11.562000000000001,16.663999999999998,1,150.69,58,0.58,10,141.14285714285714,144.28571428571428,988.0,2020.0,5.58057856703559,140.0,149.0,2729.0,1.5064177362893816,18.293522267206477,3,5,Normal,0,1023.0,2025.0
2024-03-24,SKU_1,Metotrexato,Medicamento Oncologico,2405,177,8,1714,0,11.562000000000001,16.663999999999998,1,187.92000000000002,59,0.59,11,146.14285714285714,144.64285714285714,1023.0,2025.0,14.7017977520729,147.0,142.0,2582.0,1.4031505250875145,16.456500488758554,3,6,Normal,0,1041.0,2041.0
2024-03-25,SKU_1,Metotrexato,Medicamento Oncologico,2249,156,8,1714,0,11.562000000000001,16.663999999999998,1,160.96,62,0.62,11,148.71428571428572,145.78571428571428,1041.0,2041.0,14.614083227196518,177.0,138.0,2405.0,1.3121353558926487,15.12295869356388,3,0,Normal,0,1057.0,2067.0
2024-03-26,SKU_1,Metotrexato,Medicamento Oncologico,2086,163,8,1714,0,11.562000000000001,16.663999999999998,1,157.09,64,0.64,12,151.0,147.64285714285714,1057.0,2067.0,15.524174696259946,156.0,147.0,2249.0,1.2170361726954493,13.814569536423841,3,1,Preventivo,1,1071.0,2062.0
2024-03-27,SKU_1,Metotrexato,Medicamento Oncologico,1941,145,8,1714,0,11.562000000000001,16.663999999999998,0,156.81,65,0.65,12,153.0,147.28571428571428,1071.0,2062.0,13.253930234713923,163.0,131.0,2086.0,1.132438739789965,12.686274509803921,3,2,Preventivo,1,1083.0,2079.0
