Fecha,ID_Insumo,Stock_Actual,Consumo_Diario,Lead_Time,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Ocupacion_Total,Punto_Reorden,Ratio_Stock,Necesita_Reabastecimiento
2024-02-02,alimentos,696,17.94,14,0.0,1,1,251.16000000000003,2.771141901576684,1
2024-02-03,alimentos,674,16.03,14,2.05,0,1,224.42000000000002,3.0032973888245253,1
2024-02-04,alimentos,642,23.18,14,0.0,0,1,324.52,1.9783064217921855,2
2024-02-05,alimentos,617,25.74,14,2.83,0,1,360.35999999999996,1.7121767121767124,2
2024-02-06,alimentos,593,19.53,14,2.89,0,1,273.42,2.1688245190549336,2
2024-02-07,alimentos,558,15.9,14,0.0,0,1,222.6,2.5067385444743935,1
2024-02-08,alimentos,536,15.98,14,0.0,0,1,223.72,2.3958519578043984,1
2024-02-09,alimentos,508,23.35,14,0.23,0,1,326.90000000000003,1.5539920464973997,2
2024-02-10,alimentos,487,23.82,14,0.0,0,1,333.48,1.4603574427252008,2
2024-02-11,alimentos,466,22.82,14,0.0,0,1,319.48,1.4586202579191185,2
2024-02-12,alimentos,437,16.77,14,0.0,0,1,234.78,1.8613169775960474,2
2024-02-13,alimentos,400,21.26,14,4.45,0,1,297.64000000000004,1.3439053890606099,2
2024-02-14,alimentos,377,20.68,14,2.89,0,1,289.52,1.3021552915169938,2
2024-02-15,alimentos,699,21.19,14,0.0,0,1,296.66,2.3562327243308836,1
2024-02-16,alimentos,676,24.46,14,0.0,0,1,342.44,1.9740684499474361,2
2024-02-17,alimentos,656,21.22,14,0.0,0,1,297.08,2.2081594183384947,1
2024-02-18,alimentos,628,23.49,14,0.0,0,1,328.85999999999996,1.909627196983519,2
2024-02-19,alimentos,604,20.44,14,2.02,0,1,286.16,2.110707296617277,2
2024-02-20,alimentos,573,21.55,14,0.72,0,1,301.7,1.8992376532979782,2
2024-02-21,alimentos,545,23.26,14,0.0,0,1,325.64000000000004,1.6736273185112391,2
2024-02-22,alimentos,518,12.81,14,0.43,0,1,179.34,2.888368462138954,1
2024-02-23,alimentos,486,18.5,14,0.0,0,1,259.0,1.8764478764478765,2
2024-02-24,alimentos,455,17.75,14,0.13,0,1,248.5,1.8309859154929577,2
2024-02-25,alimentos,423,16.91,14,3.86,0,1,236.74,1.7867702965278365,2
2024-02-26,alimentos,389,18.72,14,0.0,0,1,262.08,1.4842796092796093,2
2024-02-27,alimentos,358,27.57,14,0.8,0,1,385.98,0.9275091973677392,2
2024-02-28,alimentos,575,15.77,14,0.0,0,1,220.78,2.6044025726968023,1
2024-02-29,alimentos,544,24.94,14,0.0,0,1,349.16,1.5580249742238514,2
2024-03-01,alimentos,511,11.69,14,2.26,0,1,163.66,3.122326775021386,1
2024-03-02,alimentos,483,18.43,14,0.0,0,1,258.02,1.8719479110146502,2
2024-03-03,alimentos,454,20.91,14,0.23,0,1,292.74,1.5508642481382797,2
2024-03-04,alimentos,422,23.03,14,0.0,0,1,322.42,1.3088518082004839,2
2024-03-05,alimentos,388,23.66,14,3.35,0,1,331.24,1.1713561164110615,2
2024-03-06,alimentos,357,24.07,14,0.0,0,1,336.98,1.05941005400914,2
2024-03-07,alimentos,538,18.36,14,0.0,0,1,257.03999999999996,2.093059446000623,2
2024-03-08,alimentos,502,17.79,14,0.28,0,1,249.06,2.0155785754436684,2
2024-03-09,alimentos,476,24.39,14,0.28,0,1,341.46000000000004,1.3940139401394012,2
2024-03-10,alimentos,451,19.14,14,2.79,0,1,267.96000000000004,1.683087027914614,2
2024-03-11,alimentos,427,13.72,14,0.0,0,1,192.08,2.2230320699708455,1
2024-03-12,alimentos,400,14.43,14,1.44,0,1,202.01999999999998,1.9800019800019801,2
2024-03-13,alimentos,369,15.5,14,0.0,0,1,217.0,1.7004608294930876,2
2024-03-14,alimentos,548,22.59,14,2.77,0,1,316.26,1.7327515335483463,2
2024-03-15,alimentos,519,20.81,14,2.36,0,1,291.34,1.7814237660465437,2
2024-03-16,alimentos,490,23.55,14,1.71,0,1,329.7,1.48619957537155,2
2024-03-17,alimentos,465,17.96,14,2.27,0,1,251.44,1.84934775692014,2
2024-03-18,alimentos,438,20.89,14,1.12,0,1,292.46000000000004,1.4976407030021197,2
2024-03-19,alimentos,415,23.23,14,0.83,0,1,325.22,1.2760592829469282,2
2024-03-20,alimentos,390,18.55,14,0.0,0,1,259.7,1.5017327685791297,2
2024-03-21,alimentos,364,22.38,14,0.0,0,1,313.32,1.161751563896336,2
2024-03-22,alimentos,584,16.79,14,2.29,0,1,235.06,2.484472049689441,1
2024-03-23,alimentos,557,18.28,14,2.21,0,1,255.92000000000002,2.176461394185683,2
2024-03-24,alimentos,519,18.19,14,2.38,0,1,254.66000000000003,2.0380114662687503,2
2024-03-25,alimentos,490,14.12,14,0.0,0,1,197.67999999999998,2.4787535410764874,1
2024-03-26,alimentos,462,22.53,14,3.95,0,1,315.42,1.4647137150466045,2
2024-03-27,alimentos,429,17.75,14,0.26,0,1,248.5,1.7263581488933601,2
2024-03-28,alimentos,389,20.16,14,1.52,0,1,282.24,1.3782596371882085,2
2024-03-29,alimentos,357,22.5,14,6.15,0,1,315.0,1.1333333333333333,2
2024-03-30,alimentos,793,22.33,14,0.0,0,1,312.62,2.536625935640714,1
2024-03-31,alimentos,767,23.43,14,2.04,0,1,328.02,2.338272056581916,1
2024-04-01,alimentos,735,19.61,14,0.0,0,1,274.53999999999996,2.677205507394187,1
2024-04-02,alimentos,702,17.98,14,0.0,0,1,251.72,2.788812966788495,1
2024-04-03,alimentos,674,19.7,14,1.79,0,1,275.8,2.4437998549673674,1
2024-04-04,alimentos,637,11.66,14,0.0,0,1,163.24,3.902229845626072,1
2024-04-05,alimentos,604,12.86,14,0.68,0,1,180.04,3.3548100422128417,1
2024-04-06,alimentos,571,13.49,14,1.05,0,1,188.86,3.0234035793709624,1
2024-04-07,alimentos,540,15.11,14,0.92,0,1,211.54,2.552708707573036,1
2024-04-08,alimentos,490,22.1,14,0.0,0,1,309.40000000000003,1.583710407239819,2
2024-04-09,alimentos,455,15.57,14,5.08,0,1,217.98000000000002,2.087347463070006,2
2024-04-10,alimentos,423,18.21,14,0.0,0,1,254.94,1.6592139326900448,2
2024-04-11,alimentos,374,26.6,14,0.0,0,1,372.40000000000003,1.0042964554242748,2
2024-04-12,alimentos,794,18.32,14,0.0,0,1,256.48,3.0957579538365563,1
2024-04-13,alimentos,767,23.79,14,0.0,0,1,333.06,2.302888368462139,1
2024-04-14,alimentos,738,15.43,14,0.46,0,1,216.01999999999998,3.4163503379316733,1
2024-04-15,alimentos,710,19.07,14,2.57,0,1,266.98,2.6593752340999326,1
2024-04-16,alimentos,680,15.35,14,0.0,0,1,214.9,3.16426244765007,1
2024-04-17,alimentos,661,18.4,14,0.8,0,1,257.59999999999997,2.5659937888198763,1
2024-04-18,alimentos,640,24.3,14,1.17,0,1,340.2,1.88124632569077,2
2024-04-19,alimentos,609,11.46,14,0.0,0,1,160.44,3.7958115183246073,1
2024-04-20,alimentos,583,22.27,14,0.0,0,1,311.78,1.869908268650972,2
2024-04-21,alimentos,556,21.29,14,0.0,0,1,298.06,1.865396228947192,2
2024-04-22,alimentos,527,17.13,14,3.17,0,1,239.82,2.197481444416646,2
2024-04-23,alimentos,497,12.87,14,0.0,0,1,180.17999999999998,2.7583527583527587,1
2024-04-24,alimentos,471,20.46,14,0.0,0,1,286.44,1.6443234185169668,2
2024-04-25,alimentos,445,17.45,14,1.16,0,1,244.29999999999998,1.8215309046254606,2
2024-04-26,alimentos,409,21.26,14,1.74,0,1,297.64000000000004,1.3741432603144736,2
2024-04-27,alimentos,370,20.21,14,0.0,0,1,282.94,1.3076977451049692,2
2024-04-28,alimentos,725,28.11,14,1.93,0,1,393.53999999999996,1.8422523758703055,2
2024-04-29,alimentos,695,18.9,14,1.44,0,1,264.59999999999997,2.6266061980347697,1
2024-04-30,alimentos,674,14.98,14,0.0,0,1,209.72,3.2138088880411977,1
2024-05-01,alimentos,633,21.0,14,0.0,0,1,294.0,2.1530612244897958,2
2024-05-02,alimentos,604,21.2,14,2.03,0,1,296.8,2.035040431266846,2
2024-05-03,alimentos,570,26.9,14,1.14,0,1,376.59999999999997,1.5135422198619226,2
2024-05-04,alimentos,525,24.28,14,0.8,0,1,339.92,1.544481054365733,2
2024-05-05,alimentos,488,21.88,14,0.0,0,1,306.32,1.5931052494123792,2
2024-05-06,alimentos,459,27.42,14,4.97,0,1,383.88,1.1956861519224757,2
2024-05-07,alimentos,423,14.16,14,0.0,0,1,198.24,2.133777239709443,2
2024-05-08,alimentos,399,16.9,14,0.0,0,1,236.59999999999997,1.6863905325443789,2
2024-05-09,alimentos,378,15.47,14,2.37,0,1,216.58,1.7453135100193922,2
2024-05-10,alimentos,668,18.15,14,0.62,0,1,254.09999999999997,2.628886265249902,1
2024-05-11,alimentos,640,13.22,14,0.83,0,1,185.08,3.4579641236222174,1
2024-05-12,alimentos,611,23.28,14,0.0,0,1,325.92,1.874693176239568,2
2024-05-13,alimentos,581,18.99,14,0.0,0,1,265.85999999999996,2.1853607161664037,2
2024-05-14,alimentos,553,12.75,14,1.22,0,1,178.5,3.0980392156862746,1
2024-05-15,alimentos,535,15.02,14,0.0,0,1,210.28,2.5442267452919918,1
2024-05-16,alimentos,507,21.67,14,4.26,0,1,303.38,1.6711714681257828,2
2024-05-17,alimentos,472,24.29,14,0.0,0,1,340.06,1.3879903546432983,2
2024-05-18,alimentos,447,30.08,14,0.0,0,1,421.12,1.0614551671732522,2
2024-05-19,alimentos,422,34.67,14,0.86,0,1,485.38,0.8694218962462401,2
2024-05-20,alimentos,402,22.17,14,0.0,0,1,310.38,1.2951865455248406,2
2024-05-21,alimentos,374,15.15,14,0.0,0,1,212.1,1.7633191890617634,2
2024-05-22,alimentos,697,9.44,14,0.64,0,1,132.16,5.273910411622277,1
2024-05-23,alimentos,673,21.44,14,4.54,0,1,300.16,2.242137526652452,1
2024-05-24,alimentos,652,16.04,14,0.0,0,1,224.56,2.9034556465977914,1
2024-05-25,alimentos,637,18.02,14,0.0,0,1,252.28,2.524972253052164,1
2024-05-26,alimentos,602,17.04,14,1.61,0,1,238.56,2.523474178403756,1
2024-05-27,alimentos,567,19.4,14,0.0,0,1,271.59999999999997,2.0876288659793816,2
2024-05-28,alimentos,538,25.43,14,0.0,0,1,356.02,1.5111510589292738,2
2024-05-29,alimentos,513,20.89,14,1.75,0,1,292.46000000000004,1.754086028858647,2
2024-05-30,alimentos,496,19.31,14,1.46,0,1,270.34,1.8347266405267442,2
2024-05-31,alimentos,469,14.92,14,0.0,0,1,208.88,2.245308310991957,1
2024-06-01,alimentos,449,11.73,14,0.0,0,1,164.22,2.7341371331141153,1
2024-06-02,alimentos,429,17.67,14,2.36,0,1,247.38000000000002,1.7341741450400192,2
2024-06-03,alimentos,408,19.83,14,0.0,0,1,277.62,1.4696347525394424,2
2024-06-04,alimentos,386,28.94,14,1.06,0,1,405.16,0.9527100404778358,2
2024-06-05,alimentos,367,20.75,14,0.26,0,1,290.5,1.2633390705679863,2
2024-06-06,alimentos,768,25.01,14,1.55,0,1,350.14000000000004,2.1934083509453357,2
2024-06-07,alimentos,741,17.6,14,1.01,0,1,246.40000000000003,3.0073051948051943,1
2024-06-08,alimentos,725,14.18,14,3.17,0,1,198.51999999999998,3.6520249848881727,1
2024-06-09,alimentos,703,15.27,14,1.87,0,1,213.78,3.288427355224998,1
2024-06-10,alimentos,684,16.47,14,0.0,0,1,230.57999999999998,2.966432474629196,1
2024-06-11,alimentos,660,30.74,14,0.0,0,1,430.35999999999996,1.5335997769309417,2
2024-06-12,alimentos,640,15.99,14,0.85,0,1,223.86,2.8589296881979807,1
2024-06-13,alimentos,615,24.29,14,0.0,0,1,340.06,1.8085043815797213,2
2024-06-14,alimentos,588,15.59,14,2.94,0,1,218.26,2.6940346375881976,1
2024-06-15,alimentos,565,24.76,14,1.49,0,1,346.64000000000004,1.6299330717747518,2
2024-06-16,alimentos,542,22.02,14,0.0,0,1,308.28,1.7581419488776437,2
2024-06-17,alimentos,516,19.32,14,0.0,0,1,270.48,1.9077196095829634,2
2024-06-18,alimentos,495,19.9,14,0.64,0,1,278.59999999999997,1.776740847092606,2
2024-06-19,alimentos,481,16.83,14,0.0,0,1,235.61999999999998,2.041422629657924,2
2024-06-20,alimentos,456,22.33,14,1.95,0,1,312.62,1.4586398822852025,2
2024-06-21,alimentos,423,17.83,14,1.7,0,1,249.61999999999998,1.6945757551478249,2
2024-06-22,alimentos,401,13.97,14,1.37,0,1,195.58,2.0503118928315778,2
2024-06-23,alimentos,379,13.71,14,2.05,0,1,191.94,1.9745753881421277,2
2024-06-24,alimentos,826,20.96,14,3.27,0,1,293.44,2.814885496183206,1
2024-06-25,alimentos,804,28.0,14,2.25,0,1,392.0,2.0510204081632653,2
2024-06-26,alimentos,785,20.9,14,2.21,0,1,292.59999999999997,2.682843472317157,1
2024-06-27,alimentos,766,19.51,14,0.56,0,1,273.14000000000004,2.804422640404188,1
2024-06-28,alimentos,743,21.53,14,0.0,0,1,301.42,2.4649990047110344,1
2024-06-29,alimentos,722,26.63,14,4.69,0,1,372.82,1.9365913845823721,2
2024-06-30,alimentos,714,21.2,14,1.43,0,1,296.8,2.4056603773584904,1
2024-07-01,alimentos,699,18.05,14,0.0,0,1,252.70000000000002,2.7661258409180847,1
2024-07-02,alimentos,671,25.63,14,0.44,0,1,358.82,1.870018393623544,2
2024-07-03,alimentos,654,22.24,14,0.0,0,1,311.35999999999996,2.100462487153135,2
2024-07-04,alimentos,637,27.78,14,2.26,0,1,388.92,1.6378689704823612,2
2024-07-05,alimentos,620,21.02,14,0.0,0,1,294.28,2.1068370259616693,2
2024-07-06,alimentos,605,13.98,14,0.0,0,1,195.72,3.0911506233394648,1
2024-07-07,alimentos,589,13.26,14,1.77,0,1,185.64,3.1728075845722907,1
2024-07-08,alimentos,564,28.35,14,0.0,0,1,396.90000000000003,1.421012849584278,2
2024-07-09,alimentos,551,28.72,14,0.0,0,1,402.08,1.370374054914445,2
2024-07-10,alimentos,535,19.2,14,2.41,0,1,268.8,1.990327380952381,2
2024-07-11,alimentos,511,18.18,14,0.0,0,1,254.51999999999998,2.0077007700770078,2
2024-07-12,alimentos,489,27.41,14,0.0,0,1,383.74,1.2743003074998698,2
2024-07-13,alimentos,456,14.56,14,0.76,0,1,203.84,2.2370486656200943,1
2024-07-14,alimentos,433,15.63,14,0.88,0,1,218.82000000000002,1.9787953569143586,2
2024-07-15,alimentos,408,23.32,14,0.0,0,1,326.48,1.2496937025238912,2
2024-07-16,alimentos,394,18.13,14,1.33,0,1,253.82,1.5522811441178788,2
2024-07-17,alimentos,365,20.07,14,2.28,0,1,280.98,1.2990248416257384,2
2024-07-18,alimentos,668,19.28,14,0.0,0,1,269.92,2.474807350326022,1
2024-07-19,alimentos,647,21.79,14,0.74,0,1,305.06,2.120894250311414,2
2024-07-20,alimentos,637,27.14,14,0.86,0,1,379.96000000000004,1.6764922623434044,2
2024-07-21,alimentos,622,20.55,14,2.99,0,1,287.7,2.1619742787626,2
2024-07-22,alimentos,612,23.32,14,1.02,0,1,326.48,1.8745405537858366,2
2024-07-23,alimentos,585,9.85,14,0.0,0,1,137.9,4.2422044960116025,1
2024-07-24,alimentos,569,19.86,14,5.21,0,1,278.03999999999996,2.0464681340814272,2
2024-07-25,alimentos,551,15.88,14,0.81,0,1,222.32000000000002,2.4784094998200787,1
2024-07-26,alimentos,539,14.01,14,1.1,0,1,196.14,2.7480371163454675,1
2024-07-27,alimentos,528,15.71,14,0.37,0,1,219.94,2.4006547240156406,1
2024-07-28,alimentos,502,18.43,14,1.13,0,1,258.02,1.945585613518332,2
2024-07-29,alimentos,491,24.68,14,1.43,0,1,345.52,1.4210465385505906,2
2024-07-30,alimentos,464,13.47,14,2.13,0,1,188.58,2.4604942199596986,1
2024-07-31,alimentos,455,20.25,14,0.27,0,1,283.5,1.6049382716049383,2
2024-08-01,alimentos,440,17.68,14,0.0,0,1,247.51999999999998,1.7776341305753072,2
2024-08-02,alimentos,431,18.46,14,0.0,0,1,258.44,1.667698498684414,2
2024-08-03,alimentos,405,25.11,14,0.15,0,1,351.53999999999996,1.1520737327188941,2
2024-08-04,alimentos,391,22.79,14,0.0,0,1,319.06,1.2254748323199398,2
2024-08-05,alimentos,369,26.79,14,0.0,0,1,375.06,0.9838425851863701,2
2024-08-06,alimentos,716,19.33,14,0.0,0,1,270.62,2.645776365383194,1
2024-08-07,alimentos,700,16.62,14,2.28,0,1,232.68,3.0084235860409145,1
2024-08-08,alimentos,683,18.98,14,1.2,0,1,265.72,2.570374830648803,1
2024-08-09,alimentos,678,21.31,14,0.0,0,1,298.34,2.2725749145270497,1
2024-08-10,alimentos,671,20.98,14,0.0,0,1,293.72,2.284488628625902,1
2024-08-11,alimentos,666,14.68,14,0.0,0,1,205.51999999999998,3.2405605293888677,1
2024-08-12,alimentos,656,20.55,14,1.05,0,1,287.7,2.2801529370872435,1
2024-08-13,alimentos,638,21.24,14,0.0,0,1,297.35999999999996,2.145547484530536,2
2024-08-14,alimentos,614,32.69,14,0.38,0,1,457.65999999999997,1.3416073067342569,2
2024-08-15,alimentos,608,29.48,14,1.86,0,1,412.72,1.473153711959682,2
2024-08-16,alimentos,601,15.83,14,1.34,0,1,221.62,2.7118491110910568,1
2024-08-17,alimentos,597,18.66,14,0.0,0,1,261.24,2.2852549379880567,1
2024-08-18,alimentos,576,12.78,14,3.66,0,1,178.92,3.2193158953722336,1
2024-08-19,alimentos,563,17.15,14,0.0,0,1,240.09999999999997,2.3448563098708877,1
2024-08-20,alimentos,537,21.68,14,0.81,0,1,303.52,1.7692409066947814,2
2024-08-21,alimentos,523,26.13,14,0.0,0,1,365.82,1.4296648625006834,2
2024-08-22,alimentos,511,16.45,14,0.15,0,1,230.29999999999998,2.218844984802432,1
2024-08-23,alimentos,504,16.83,14,2.19,0,1,235.61999999999998,2.1390374331550803,2
2024-08-24,alimentos,490,9.36,14,1.84,0,1,131.04,3.7393162393162394,1
2024-08-25,alimentos,478,19.29,14,0.0,0,1,270.06,1.769977042138784,2
2024-08-26,alimentos,473,14.79,14,0.0,0,1,207.06,2.2843620206703372,1
2024-08-27,alimentos,449,17.45,14,2.2,0,1,244.29999999999998,1.837904216127712,2
2024-08-28,alimentos,449,15.72,14,0.0,0,1,220.08,2.040167211922937,2
2024-08-29,alimentos,428,19.63,14,0.0,0,1,274.82,1.5573830143366567,2
2024-08-30,alimentos,412,11.31,14,1.23,0,1,158.34,2.601995705443981,1
2024-08-31,alimentos,402,12.76,14,2.48,0,1,178.64,2.2503358710255266,1
2024-09-01,alimentos,385,30.75,14,2.23,0,1,430.5,0.8943089430894309,2
2024-09-02,alimentos,377,13.66,14,0.0,0,1,191.24,1.9713449069232378,2
2024-09-03,alimentos,593,14.62,14,0.0,0,1,204.67999999999998,2.8972053937854216,1
2024-09-04,alimentos,589,29.28,14,0.0,0,1,409.92,1.4368657298985168,2
2024-09-05,alimentos,584,34.63,14,0.0,0,1,484.82000000000005,1.2045707685326512,2
2024-09-06,alimentos,567,14.24,14,0.0,0,1,199.36,2.8441011235955056,1
2024-09-07,alimentos,559,18.26,14,3.27,0,1,255.64000000000001,2.186668752933813,2
2024-09-08,alimentos,555,21.81,14,0.31,0,1,305.34,1.8176459029278837,2
2024-09-09,alimentos,544,28.74,14,0.0,0,1,402.35999999999996,1.3520230639228552,2
2024-09-10,alimentos,527,15.17,14,1.26,0,1,212.38,2.481401261889067,1
2024-09-11,alimentos,520,18.87,14,0.2,0,1,264.18,1.9683549095313801,2
2024-09-12,alimentos,505,23.99,14,2.22,0,1,335.85999999999996,1.5036026915976897,2
2024-09-13,alimentos,495,22.27,14,0.0,0,1,311.78,1.5876579639489385,2
2024-09-14,alimentos,482,18.22,14,0.0,0,1,255.07999999999998,1.8896032617218128,2
2024-09-15,alimentos,481,19.43,14,0.59,0,1,272.02,1.7682523343871774,2
2024-09-16,alimentos,471,13.23,14,1.92,0,1,185.22,2.5429219306770325,1
2024-09-17,alimentos,466,18.91,14,0.0,0,1,264.74,1.760217571957392,2
2024-09-18,alimentos,458,18.77,14,0.0,0,1,262.78,1.74290280843291,2
2024-09-19,alimentos,449,21.26,14,1.57,0,1,297.64000000000004,1.5085337992205348,2
2024-09-20,alimentos,435,17.32,14,1.11,0,1,242.48000000000002,1.7939623886506102,2
2024-09-21,alimentos,425,22.46,14,0.66,0,1,314.44,1.35160921002417,2
2024-09-22,alimentos,417,25.16,14,0.72,0,1,352.24,1.1838519191460368,2
2024-09-23,alimentos,410,20.88,14,0.62,0,1,292.32,1.4025725232621784,2
2024-09-24,alimentos,388,21.86,14,3.26,0,1,306.03999999999996,1.2678081296562542,2
2024-09-25,alimentos,371,20.37,14,0.98,0,1,285.18,1.3009327442317133,2
2024-09-26,alimentos,828,20.1,14,0.17,0,1,281.40000000000003,2.942430703624733,1
2024-09-27,alimentos,819,16.49,14,0.0,0,1,230.85999999999999,3.547604608853851,1
2024-09-28,alimentos,807,21.68,14,0.0,0,1,303.52,2.6588033737480234,1
2024-09-29,alimentos,802,19.61,14,1.67,0,1,274.53999999999996,2.9212500910614123,1
2024-09-30,alimentos,793,30.57,14,2.04,0,1,427.98,1.8528903219776625,2
2024-10-01,alimentos,780,27.97,14,0.0,0,1,391.58,1.9919301292200828,2
2024-10-02,alimentos,764,22.03,14,2.33,0,1,308.42,2.477141560210103,1
2024-10-03,alimentos,754,16.28,14,0.32,0,1,227.92000000000002,3.308178308178308,1
2024-10-04,alimentos,740,14.54,14,5.27,0,1,203.56,3.6352918058557675,1
2024-10-05,alimentos,726,26.06,14,3.0,0,1,364.84,1.989913386690056,2
2024-10-06,alimentos,718,21.41,14,0.19,0,1,299.74,2.3954093547741375,1
2024-10-07,alimentos,711,22.5,14,0.0,0,1,315.0,2.257142857142857,1
2024-10-08,alimentos,700,11.38,14,0.0,0,1,159.32000000000002,4.393673110720562,1
2024-10-09,alimentos,691,24.74,14,0.0,0,1,346.35999999999996,1.9950340685991457,2
2024-10-10,alimentos,679,22.37,14,4.13,0,1,313.18,2.168082253017434,2
2024-10-11,alimentos,667,14.55,14,0.0,0,1,203.70000000000002,3.2744231713303877,1
2024-10-12,alimentos,658,17.74,14,0.97,0,1,248.35999999999999,2.6493799323562572,1
2024-10-13,alimentos,644,21.42,14,0.24,0,1,299.88,2.1475256769374416,2
2024-10-14,alimentos,637,20.36,14,0.14,0,1,285.03999999999996,2.234774066797643,1
2024-10-15,alimentos,628,18.64,14,0.0,0,1,260.96000000000004,2.4064990803188224,1
2024-10-16,alimentos,610,19.58,14,3.45,0,1,274.12,2.22530278710054,1
2024-10-17,alimentos,601,18.84,14,2.25,0,1,263.76,2.278586593873218,1
2024-10-18,alimentos,597,20.86,14,0.0,0,1,292.03999999999996,2.044240514997946,2
2024-10-19,alimentos,583,27.46,14,0.0,0,1,384.44,1.5164915201331808,2
2024-10-20,alimentos,579,7.27,14,2.15,0,1,101.78,5.6887404205148355,0
2024-10-21,alimentos,578,18.92,14,2.68,0,1,264.88,2.1821202053760196,2
2024-10-22,alimentos,571,20.98,14,0.0,0,1,293.72,1.9440283262971536,2
2024-10-23,alimentos,558,21.58,14,0.0,0,1,302.12,1.8469482324904012,2
2024-10-24,alimentos,546,18.24,14,2.73,0,1,255.35999999999999,2.138157894736842,2
2024-10-25,alimentos,537,11.32,14,1.81,0,1,158.48000000000002,3.3884401817264003,1
2024-10-26,alimentos,520,21.74,14,0.54,0,1,304.35999999999996,1.708503088447891,2
2024-10-27,alimentos,501,28.74,14,1.68,0,1,402.35999999999996,1.2451535937966003,2
2024-10-28,alimentos,491,12.43,14,0.05,0,1,174.01999999999998,2.8215147684174235,1
2024-10-29,alimentos,476,24.42,14,0.0,0,1,341.88,1.3923013923013923,2
2024-10-30,alimentos,467,18.46,14,2.68,0,1,258.44,1.806995821080328,2
2024-10-31,alimentos,454,19.79,14,0.0,0,1,277.06,1.6386342308525228,2
2024-11-01,alimentos,439,14.84,14,0.0,0,1,207.76,2.113015017327686,2
2024-11-02,alimentos,419,18.43,14,3.95,0,1,258.02,1.6239051236338269,2
2024-11-03,alimentos,396,26.6,14,0.0,0,1,372.40000000000003,1.0633727175080558,2
2024-11-04,alimentos,384,23.01,14,3.89,0,1,322.14000000000004,1.1920283106723784,2
2024-11-05,alimentos,378,28.76,14,0.91,0,1,402.64000000000004,0.9388038942976356,2
2024-11-06,alimentos,667,25.99,14,0.57,0,1,363.85999999999996,1.8331226295828067,2
2024-11-07,alimentos,654,22.3,14,1.6,0,1,312.2,2.094811018577835,2
2024-11-08,alimentos,633,28.82,14,2.23,0,1,403.48,1.5688509963319124,2
